Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001292,Female,No,0,Graduate,Yes,2674,1909.0,464.0,12.0,1.0,Rural,N
LP001293,Male,Yes,0,Graduate,No,3007,0.0,427.0,360.0,1.0,Semiurban,N
LP001294,Male,No,1,Graduate,No,2312,1000.0,139.0,,,Semiurban,N
LP001295,Male,Yes,1,Not Graduate,No,2777,0.0,290.0,360.0,0.0,Rural,N
LP001296,Male,Yes,1,Graduate,No,3560,0.0,511.0,480.0,1.0,Urban,N
LP001297,Male,No,0,Graduate,No,1913,1000.0,287.0,360.0,0.0,Urban,N
LP001298,Male,Yes,0,Not Graduate,No,4488,0.0,558.0,360.0,1.0,Rural,N
LP001299,Male,Yes,2,Graduate,No,7641,1346.0,600.0,360.0,1.0,Urban,Y
LP001300,Male,Yes,0,Not Graduate,,2579,10361.0,405.0,360.0,1.0,Urban,N
LP001301,Male,Yes,0,Graduate,No,11065,5912.0,600.0,360.0,0.0,Semiurban,N
LP001302,Male,Yes,0,Graduate,Yes,6041,1327.0,571.0,360.0,1.0,Semiurban,N
LP001303,Male,Yes,0,Graduate,Yes,8253,1388.0,600.0,360.0,1.0,Urban,N
LP001304,Male,Yes,0,Not Graduate,No,2996,2690.0,297.0,360.0,1.0,Urban,N
LP001305,Female,No,0,Graduate,No,7425,0.0,600.0,360.0,1.0,Urban,N
LP001306,Male,No,1,Not Graduate,Yes,2309,1000.0,516.0,360.0,1.0,Semiurban,N
LP001307,Male,Yes,0,Not Graduate,No,7586,1000.0,455.0,360.0,0.0,Rural,N
LP001308,Male,Yes,1,Graduate,Yes,4930,0.0,337.0,180.0,1.0,Rural,N
LP001309,Male,,2,Not Graduate,No,6197,0.0,600.0,360.0,1.0,Semiurban,N
LP001310,Male,Yes,2,Graduate,No,2196,0.0,372.0,360.0,1.0,Urban,N
LP001311,Male,Yes,1,Graduate,No,2599,2812.0,447.0,360.0,1.0,Rural,N
LP001312,Male,Yes,3+,Graduate,No,6363,1000.0,499.0,360.0,1.0,Semiurban,Y
LP001313,Female,Yes,0,Not Graduate,No,2517,0.0,217.0,360.0,,Urban,N
LP001314,Female,Yes,0,Graduate,Yes,5871,2477.0,600.0,360.0,1.0,Rural,N
LP001315,Male,Yes,0,Graduate,No,1958,1000.0,170.0,360.0,1.0,Rural,N
LP001316,Male,Yes,1,Graduate,No,7397,1000.0,600.0,360.0,1.0,Rural,Y
LP001317,Male,No,2,Graduate,No,2122,1614.0,108.0,180.0,1.0,Semiurban,Y
LP001318,Male,,0,Graduate,No,6194,2382.0,260.0,360.0,,Urban,Y
LP001319,Male,Yes,3+,Not Graduate,Yes,6472,0.0,476.0,360.0,1.0,Urban,N
LP001320,Male,No,0,Not Graduate,,2927,1124.0,300.0,360.0,0.0,Semiurban,N
LP001321,Male,Yes,3+,Graduate,No,6305,0.0,410.0,360.0,1.0,Urban,Y
LP001322,Male,No,0,Not Graduate,No,5199,1185.0,,360.0,1.0,Semiurban,N
LP001323,Male,No,0,Graduate,No,3218,1000.0,281.0,360.0,1.0,Rural,Y
LP001324,Female,Yes,0,Not Graduate,No,2428,0.0,111.0,360.0,1.0,Rural,N
LP001325,Male,Yes,0,Graduate,No,1500,0.0,104.0,360.0,0.0,Semiurban,N
LP001326,Male,Yes,0,Graduate,,5485,1795.0,600.0,360.0,1.0,Rural,N
LP001327,Male,Yes,0,Graduate,No,1739,0.0,148.0,360.0,1.0,Rural,N
LP001328,Male,Yes,2,Not Graduate,No,4708,1000.0,480.0,360.0,1.0,Semiurban,N
LP001329,Male,Yes,0,Graduate,No,3796,0.0,404.0,360.0,1.0,Urban,N
LP001330,Male,Yes,0,Graduate,No,6684,0.0,600.0,360.0,1.0,Urban,N
LP001331,Male,No,1,Graduate,No,3709,1647.0,282.0,360.0,1.0,Urban,N
LP001332,Male,No,1,Graduate,Yes,3649,3488.0,600.0,360.0,1.0,Urban,N
LP001333,Male,Yes,0,Graduate,No,6898,1000.0,600.0,360.0,1.0,Urban,N
LP001334,Male,Yes,0,Graduate,No,5437,0.0,589.0,360.0,1.0,Urban,Y
LP001335,Male,Yes,0,Not Graduate,No,5375,1803.0,251.0,360.0,0.0,Semiurban,N
LP001336,Female,Yes,0,Graduate,No,5893,3139.0,600.0,180.0,,Rural,N
LP001337,Male,No,1,Graduate,No,1769,1131.0,95.0,360.0,,Urban,N
LP001338,Male,Yes,0,Graduate,No,7002,1000.0,600.0,180.0,1.0,Rural,N
LP001339,Male,Yes,0,Not Graduate,Yes,6421,1000.0,600.0,180.0,1.0,Semiurban,N
LP001340,Male,Yes,1,Not Graduate,No,2416,0.0,149.0,360.0,,Urban,N
LP001341,Male,Yes,0,Graduate,No,3841,0.0,529.0,360.0,1.0,Rural,N
LP001342,Male,No,0,Graduate,No,4343,1748.0,145.0,360.0,1.0,Semiurban,Y
LP001343,Male,No,0,Graduate,No,4102,0.0,577.0,360.0,1.0,Semiurban,N
LP001344,Male,Yes,3+,Graduate,No,5433,1795.0,,360.0,1.0,Rural,N
LP001345,Male,Yes,0,Not Graduate,No,10496,0.0,,360.0,0.0,Urban,N
LP001346,Male,Yes,2,Graduate,No,8510,1000.0,,360.0,1.0,Semiurban,Y
LP001347,Male,No,0,Graduate,No,2023,2425.0,600.0,360.0,1.0,Urban,N
LP001348,Male,No,0,Graduate,No,6459,0.0,172.0,360.0,1.0,Rural,Y
LP001349,Male,Yes,1,Not Graduate,No,9871,0.0,474.0,180.0,1.0,Semiurban,N
LP001350,Male,Yes,3+,Graduate,No,5608,0.0,386.0,36.0,1.0,Semiurban,N
LP001351,Female,No,1,Graduate,No,8557,3236.0,600.0,360.0,1.0,Urban,Y
LP001352,Male,Yes,2,Graduate,No,14873,2205.0,600.0,360.0,,Semiurban,Y
LP001353,Male,No,2,Not Graduate,No,8219,0.0,357.0,300.0,,Rural,N
LP001354,Male,Yes,0,Graduate,No,5164,2700.0,494.0,360.0,1.0,Semiurban,Y
LP001355,Male,Yes,0,Graduate,,8325,0.0,456.0,360.0,1.0,Semiurban,Y
LP001356,,Yes,1,Graduate,No,4850,1000.0,319.0,360.0,1.0,Semiurban,Y
LP001357,Male,Yes,0,Graduate,No,4511,1000.0,472.0,360.0,1.0,Rural,N
LP001358,Female,Yes,2,Graduate,No,3601,0.0,450.0,360.0,1.0,Semiurban,Y
LP001359,Male,No,3+,Graduate,Yes,11362,1964.0,600.0,360.0,1.0,Rural,N
LP001360,Male,Yes,0,Graduate,No,2721,0.0,206.0,360.0,1.0,Rural,N
LP001361,Male,Yes,0,Graduate,Yes,11152,0.0,600.0,360.0,1.0,Semiurban,N
LP001362,Male,Yes,2,Graduate,No,6002,0.0,600.0,360.0,1.0,Urban,Y
LP001363,Male,Yes,0,Not Graduate,No,1920,0.0,292.0,360.0,,Semiurban,N
LP001364,Female,Yes,2,Graduate,Yes,5544,1352.0,600.0,360.0,1.0,Rural,N
LP001365,Male,Yes,0,Not Graduate,No,1500,0.0,70.0,360.0,,Urban,N
LP001366,Female,No,1,Graduate,No,6472,1000.0,229.0,360.0,1.0,Semiurban,N
LP001367,Female,Yes,0,Graduate,No,7563,0.0,,360.0,1.0,Rural,Y
LP001368,Male,Yes,1,Graduate,No,3116,0.0,191.0,360.0,,Semiurban,Y
LP001369,Male,Yes,0,Graduate,No,4789,1063.0,540.0,180.0,1.0,Semiurban,N
LP001370,Male,No,1,Graduate,Yes,14364,1789.0,600.0,360.0,1.0,Urban,Y
LP001371,,No,0,Graduate,No,3283,0.0,462.0,360.0,1.0,Urban,N
LP001372,,No,1,Graduate,No,2355,1650.0,600.0,360.0,1.0,Rural,N
LP001373,Male,Yes,2,Not Graduate,No,10818,3235.0,600.0,360.0,0.0,Urban,N
LP001374,Male,Yes,0,Graduate,No,14437,2104.0,600.0,360.0,1.0,Urban,Y
LP001375,,Yes,0,Not Graduate,No,4456,1155.0,371.0,360.0,,Rural,N
LP001376,Female,Yes,0,Graduate,Yes,8159,0.0,233.0,360.0,1.0,Semiurban,Y
LP001377,Male,Yes,1,Graduate,No,9945,0.0,600.0,360.0,,Rural,Y
LP001378,Female,Yes,1,Graduate,No,2848,1487.0,82.0,360.0,1.0,Rural,N
LP001379,Male,Yes,0,Graduate,No,3323,0.0,273.0,360.0,1.0,Urban,Y
LP001380,Male,Yes,0,Graduate,Yes,9307,1341.0,600.0,240.0,,Urban,N
LP001381,Male,No,0,Graduate,No,12222,0.0,600.0,180.0,1.0,Semiurban,Y
LP001382,Male,Yes,1,Graduate,No,6233,0.0,600.0,360.0,1.0,Semiurban,Y
LP001383,Female,Yes,0,Graduate,No,2623,1000.0,257.0,360.0,1.0,Urban,Y
LP001384,Male,No,3+,Graduate,,14650,0.0,,360.0,1.0,Semiurban,N
LP001385,Female,Yes,0,Not Graduate,No,3233,1000.0,275.0,360.0,1.0,Urban,Y
LP001386,Male,No,1,Not Graduate,No,3637,1000.0,401.0,360.0,1.0,Rural,N
LP001387,Male,Yes,0,Graduate,No,5461,1628.0,600.0,180.0,1.0,Urban,N
LP001388,Male,Yes,0,Not Graduate,No,11299,1000.0,600.0,360.0,1.0,Urban,N
LP001389,Female,No,1,Graduate,,7423,2014.0,600.0,360.0,1.0,Urban,N
LP001390,Female,No,1,Graduate,No,5703,1511.0,385.0,360.0,1.0,Rural,N
LP001391,Male,,3+,Not Graduate,No,5872,1000.0,600.0,360.0,1.0,Semiurban,N
LP001392,Male,,0,Graduate,No,4564,0.0,478.0,36.0,0.0,Rural,N
LP001393,Male,Yes,0,Graduate,No,6216,0.0,600.0,360.0,0.0,Semiurban,N
LP001394,Male,Yes,1,Graduate,No,1500,0.0,64.0,360.0,1.0,Semiurban,N
LP001395,Female,Yes,1,Graduate,No,3722,0.0,474.0,360.0,1.0,Urban,N
LP001396,Female,No,0,Graduate,Yes,5139,1000.0,600.0,360.0,1.0,Semiurban,N
LP001397,Male,Yes,0,Not Graduate,No,2229,1569.0,231.0,360.0,1.0,Semiurban,Y
LP001398,Male,No,0,Graduate,No,5607,1000.0,555.0,180.0,1.0,Semiurban,N
LP001399,Male,,2,Graduate,No,3933,0.0,255.0,360.0,1.0,Urban,Y
LP001400,Male,Yes,0,Not Graduate,No,12749,1176.0,600.0,360.0,0.0,Rural,N
LP001401,Female,Yes,0,Graduate,No,11427,0.0,600.0,180.0,,Urban,N
LP001402,Male,No,0,Graduate,No,3362,1166.0,455.0,360.0,,Rural,N
LP001403,Female,No,0,Graduate,No,4062,1000.0,543.0,360.0,1.0,Urban,Y
LP001404,Male,No,0,Graduate,No,4254,0.0,388.0,360.0,1.0,Semiurban,Y
LP001405,Female,No,0,Not Graduate,No,3391,0.0,96.0,360.0,1.0,Semiurban,Y
LP001406,Male,,0,Graduate,No,4999,0.0,282.0,360.0,1.0,Semiurban,Y
LP001407,Male,No,2,Not Graduate,No,2821,1651.0,421.0,360.0,1.0,Semiurban,N
LP001408,Female,Yes,0,Graduate,No,2256,1000.0,209.0,360.0,1.0,Semiurban,Y
LP001409,Male,Yes,0,Not Graduate,No,6461,2990.0,422.0,180.0,1.0,Semiurban,Y
LP001410,Male,Yes,2,Graduate,No,6488,0.0,600.0,360.0,,Rural,N
LP001411,Female,No,1,Not Graduate,No,2744,0.0,176.0,360.0,1.0,Semiurban,N
LP001412,Female,No,0,Graduate,No,7609,3008.0,598.0,360.0,1.0,Rural,Y
LP001413,Male,Yes,0,Not Graduate,No,3044,1975.0,456.0,360.0,1.0,Urban,N
LP001414,,No,0,Graduate,No,5176,0.0,222.0,360.0,1.0,Semiurban,Y
LP001415,Male,No,1,Graduate,No,7275,0.0,600.0,360.0,1.0,Semiurban,N
LP001416,Male,Yes,3+,Not Graduate,No,4358,2756.0,,360.0,0.0,Semiurban,N
LP001417,Male,Yes,1,Graduate,Yes,5842,0.0,600.0,360.0,1.0,Semiurban,N
LP001418,Male,No,0,Not Graduate,Yes,3262,0.0,139.0,360.0,1.0,Urban,N
LP001419,Male,Yes,1,Graduate,No,3952,0.0,512.0,360.0,1.0,Urban,N
LP001420,Male,No,0,Graduate,No,3930,3110.0,600.0,360.0,1.0,Urban,N
LP001421,Male,Yes,0,Graduate,No,2841,1859.0,600.0,,1.0,Urban,N
LP001422,Male,No,0,Graduate,No,3999,1000.0,214.0,360.0,1.0,Semiurban,Y
LP001423,Male,,3+,Graduate,No,1756,1228.0,343.0,360.0,1.0,Semiurban,N
LP001424,Male,No,0,Graduate,No,3312,1023.0,600.0,360.0,1.0,Rural,N
LP001425,Male,Yes,1,Graduate,No,3748,0.0,409.0,360.0,0.0,Rural,N
LP001426,Male,No,0,Graduate,No,3813,2663.0,600.0,300.0,1.0,Urban,Y
LP001427,Female,No,0,Graduate,Yes,3847,0.0,326.0,360.0,1.0,Rural,N
LP001428,Male,Yes,0,Graduate,No,4285,3886.0,600.0,,1.0,Rural,N
LP001429,Male,No,0,Graduate,Yes,5929,0.0,160.0,360.0,1.0,Semiurban,Y
LP001430,Male,Yes,2,Graduate,No,7515,0.0,600.0,360.0,,Semiurban,Y
LP001431,Male,Yes,0,Graduate,No,3011,0.0,102.0,360.0,1.0,Rural,Y
LP001432,Male,Yes,1,Not Graduate,,2160,0.0,201.0,360.0,0.0,Semiurban,N
LP001433,Male,Yes,2,Not Graduate,No,2379,0.0,122.0,360.0,,Rural,N
LP001434,Male,Yes,3+,Graduate,No,3319,0.0,352.0,360.0,1.0,Urban,Y
LP001435,Male,No,0,Graduate,No,3600,1990.0,243.0,12.0,0.0,Urban,N
LP001436,Male,Yes,0,Not Graduate,No,2801,0.0,330.0,360.0,1.0,Semiurban,N
LP001437,,No,0,Graduate,Yes,2043,1000.0,,360.0,1.0,Semiurban,N
LP001438,Male,Yes,3+,Graduate,No,3382,1188.0,205.0,360.0,1.0,Rural,N
LP001439,Male,Yes,3+,Graduate,No,4958,1351.0,246.0,360.0,1.0,Rural,Y
LP001440,Male,Yes,0,Not Graduate,No,6355,1000.0,321.0,84.0,1.0,Semiurban,N
LP001441,Female,No,2,Graduate,No,3182,2110.0,600.0,360.0,1.0,Urban,N
LP001442,Male,Yes,,Graduate,No,3471,0.0,344.0,360.0,1.0,Rural,N
LP001443,Male,Yes,1,Not Graduate,No,2550,0.0,,180.0,0.0,Semiurban,N
LP001444,Female,No,0,Not Graduate,No,4363,0.0,163.0,360.0,1.0,Urban,N
LP001445,Female,Yes,2,Graduate,No,2672,1000.0,406.0,360.0,1.0,Semiurban,Y
LP001446,Female,Yes,0,Graduate,No,6272,1474.0,600.0,360.0,1.0,Rural,N
LP001447,Male,Yes,2,Not Graduate,No,1523,0.0,232.0,360.0,0.0,Rural,N
LP001448,Male,No,2,Graduate,No,3583,0.0,384.0,360.0,1.0,Semiurban,N
LP001449,Male,Yes,1,Graduate,No,5327,1000.0,183.0,360.0,0.0,Urban,N
LP001450,Male,No,,Graduate,No,4965,0.0,181.0,360.0,1.0,Rural,Y
LP001451,Male,Yes,0,Not Graduate,No,22377,3992.0,600.0,360.0,1.0,Semiurban,Y
LP001452,Male,No,0,Graduate,No,5485,1609.0,411.0,360.0,1.0,Semiurban,Y
LP001453,Female,No,0,Not Graduate,No,2434,2691.0,228.0,360.0,1.0,Urban,Y
LP001454,Male,No,0,Not Graduate,Yes,4199,1000.0,315.0,360.0,1.0,Rural,N
LP001455,Male,Yes,3+,Graduate,No,1531,1627.0,257.0,360.0,1.0,Urban,N
LP001456,Male,No,0,Graduate,No,4237,1000.0,600.0,360.0,1.0,Urban,Y
LP001457,Male,Yes,0,Graduate,Yes,2697,1000.0,379.0,360.0,1.0,Semiurban,N
LP001458,Male,Yes,0,Graduate,Yes,7701,1000.0,600.0,360.0,1.0,Urban,N
LP001459,Male,Yes,0,Graduate,,3197,0.0,,120.0,1.0,Semiurban,N
LP001460,Male,No,1,Graduate,No,4146,0.0,157.0,360.0,1.0,Urban,N
LP001461,Male,No,0,Graduate,No,3037,0.0,391.0,360.0,,Semiurban,N
LP001462,,No,3+,Not Graduate,No,12623,0.0,600.0,360.0,1.0,Urban,N
LP001463,Male,Yes,0,Graduate,No,3667,1315.0,539.0,84.0,1.0,Urban,N
LP001464,Female,Yes,3+,Graduate,No,13353,1774.0,600.0,360.0,1.0,Urban,Y
LP001465,Male,No,2,Graduate,No,7248,0.0,600.0,360.0,1.0,Rural,N
LP001466,Male,Yes,0,Graduate,No,5938,0.0,338.0,360.0,1.0,Rural,Y
LP001467,Female,Yes,3+,Graduate,No,5548,1000.0,393.0,360.0,1.0,Urban,Y
LP001468,Male,Yes,0,Graduate,No,5632,0.0,600.0,360.0,1.0,Rural,N
LP001469,Female,Yes,2,Graduate,No,1500,2042.0,109.0,180.0,1.0,Semiurban,Y
LP001470,Male,Yes,0,Graduate,,3761,1000.0,565.0,360.0,1.0,Rural,N
LP001471,Female,Yes,2,Graduate,,7384,1343.0,600.0,240.0,1.0,Semiurban,N
LP001472,Male,Yes,2,Graduate,No,4318,0.0,600.0,360.0,0.0,Semiurban,N
LP001473,Female,Yes,2,Graduate,No,1913,0.0,308.0,360.0,,Urban,N
LP001474,Male,No,2,Not Graduate,No,4309,0.0,600.0,360.0,1.0,Semiurban,N
LP001475,Female,Yes,0,Graduate,No,12362,2099.0,400.0,360.0,1.0,Rural,Y
LP001476,Male,Yes,0,Graduate,No,9396,1000.0,600.0,360.0,1.0,Semiurban,Y
LP001477,Male,No,0,Graduate,No,4284,0.0,462.0,,1.0,Urban,N
LP001478,Female,Yes,0,Graduate,No,7870,1169.0,600.0,360.0,1.0,Urban,Y
LP001479,Male,No,1,Graduate,No,3569,2699.0,249.0,360.0,1.0,Semiurban,Y
LP001480,Male,No,0,Graduate,,1599,0.0,193.0,360.0,1.0,Semiurban,N
LP001481,Male,Yes,3+,Graduate,No,2553,2267.0,600.0,120.0,0.0,Semiurban,N
LP001482,Male,Yes,1,Graduate,No,11358,1915.0,600.0,360.0,1.0,Rural,Y
LP001483,Male,No,2,Graduate,Yes,3772,0.0,330.0,360.0,1.0,Urban,N
LP001484,Male,No,0,Graduate,Yes,3842,0.0,112.0,300.0,1.0,Urban,Y
LP001485,Female,Yes,2,Graduate,No,3714,1369.0,,360.0,1.0,Rural,N
LP001486,Male,Yes,3+,Not Graduate,No,13939,4029.0,600.0,360.0,1.0,Urban,Y
LP001487,Male,Yes,0,Graduate,No,11796,1000.0,600.0,60.0,1.0,Urban,N
LP001488,Female,No,1,Graduate,No,16835,3900.0,600.0,360.0,0.0,Semiurban,N
LP001489,Female,Yes,2,Graduate,No,4042,1220.0,156.0,360.0,1.0,Rural,Y
LP001490,Male,No,0,Graduate,No,5310,0.0,436.0,360.0,1.0,Urban,N
LP001491,Male,Yes,0,Graduate,No,1790,1000.0,284.0,12.0,1.0,Rural,N
LP001492,Male,Yes,0,Graduate,No,10787,2103.0,600.0,360.0,1.0,Rural,Y
LP001493,Male,Yes,0,Graduate,No,2206,0.0,262.0,360.0,1.0,Urban,N
LP001494,Male,Yes,,Graduate,No,5064,1000.0,394.0,360.0,1.0,Rural,Y
LP001495,Male,Yes,0,Graduate,No,2302,1687.0,391.0,360.0,1.0,Semiurban,Y
LP001496,Male,Yes,0,Graduate,No,3123,0.0,91.0,360.0,1.0,Semiurban,Y
LP001497,Male,Yes,0,Graduate,No,2690,1000.0,585.0,360.0,,Rural,N
LP001498,Female,No,3+,Graduate,No,3087,0.0,238.0,360.0,,Rural,N
LP001499,Female,Yes,0,Graduate,,3218,0.0,336.0,360.0,1.0,Urban,N
LP001500,Male,Yes,3+,Not Graduate,Yes,3200,0.0,245.0,,1.0,Semiurban,N
LP001501,Male,No,0,Graduate,No,7331,2056.0,600.0,360.0,,Semiurban,Y
LP001502,Male,No,0,Graduate,Yes,2291,2616.0,,,1.0,Semiurban,N
LP001503,Female,No,0,Graduate,No,5076,0.0,,,0.0,Semiurban,N
LP001504,Male,No,0,Not Graduate,No,9235,4506.0,600.0,360.0,0.0,Urban,N
LP001505,Male,Yes,0,Graduate,,3268,0.0,214.0,360.0,1.0,Semiurban,Y
LP001506,Female,Yes,1,Graduate,No,2890,1202.0,174.0,360.0,1.0,Semiurban,Y
LP001507,Female,No,0,Graduate,No,3872,1000.0,535.0,360.0,1.0,Urban,Y
LP001508,Female,No,1,Graduate,No,9025,0.0,256.0,360.0,1.0,Rural,N
LP001509,Male,Yes,1,Graduate,No,4996,1209.0,600.0,360.0,1.0,Rural,N
LP001510,Male,No,0,Graduate,No,3233,0.0,457.0,180.0,1.0,Semiurban,N
LP001511,Male,,0,Not Graduate,Yes,5945,0.0,600.0,360.0,1.0,Urban,N
LP001512,Female,Yes,2,Graduate,No,2295,1000.0,307.0,360.0,1.0,Semiurban,Y
LP001513,Female,Yes,0,Graduate,No,6692,1641.0,600.0,360.0,,Urban,N
LP001514,Male,Yes,0,Not Graduate,No,5682,0.0,184.0,360.0,1.0,Urban,N
LP001515,Male,Yes,3+,Graduate,No,3697,0.0,427.0,360.0,,Rural,N
LP001516,Male,Yes,0,Graduate,No,2688,0.0,373.0,360.0,0.0,Urban,N
LP001517,Female,No,1,Graduate,No,2612,2336.0,270.0,84.0,1.0,Urban,N
LP001518,Female,Yes,3+,Graduate,No,6129,0.0,462.0,360.0,1.0,Urban,Y
LP001519,Male,Yes,0,Graduate,No,9296,1868.0,600.0,360.0,1.0,Urban,Y
LP001520,Male,No,0,Not Graduate,No,3033,3132.0,600.0,360.0,1.0,Urban,N
LP001521,Male,No,0,Graduate,No,5854,1000.0,386.0,360.0,1.0,Rural,Y
LP001522,Female,No,0,Graduate,No,1500,0.0,154.0,360.0,1.0,Urban,N
LP001523,Female,No,0,Graduate,No,3131,0.0,145.0,360.0,1.0,Urban,Y
LP001524,Female,No,1,Not Graduate,No,4364,0.0,156.0,360.0,1.0,Urban,N
LP001525,Male,Yes,,Not Graduate,No,2576,3096.0,600.0,360.0,1.0,Rural,N
LP001526,Male,Yes,0,Not Graduate,No,2535,0.0,386.0,360.0,1.0,Semiurban,N
LP001527,Male,Yes,3+,Graduate,,2978,0.0,367.0,84.0,,Semiurban,N
LP001528,Male,Yes,2,Graduate,No,5299,1155.0,167.0,360.0,,Rural,N
LP001529,Female,Yes,1,Graduate,No,3974,0.0,552.0,360.0,1.0,Semiurban,N
LP001530,Female,No,0,Graduate,No,1500,2043.0,317.0,360.0,1.0,Semiurban,N
LP001531,Female,Yes,1,Graduate,No,1500,0.0,112.0,180.0,,Urban,N
LP001532,Female,Yes,0,Graduate,Yes,3089,1251.0,410.0,360.0,1.0,Semiurban,N
LP001533,Male,Yes,0,Graduate,No,5852,1000.0,253.0,360.0,0.0,Urban,N
LP001534,Male,No,0,Graduate,No,1500,2016.0,463.0,360.0,1.0,Semiurban,N
LP001535,Female,Yes,2,Graduate,No,3295,1000.0,454.0,360.0,1.0,Urban,N
LP001536,Female,No,0,Graduate,No,3242,0.0,170.0,360.0,0.0,Semiurban,N
LP001537,Male,Yes,0,Graduate,No,10229,2084.0,600.0,360.0,1.0,Urban,Y
LP001538,Male,Yes,0,Graduate,No,3529,1044.0,252.0,84.0,1.0,Urban,N
LP001539,Male,Yes,0,Graduate,Yes,5595,1025.0,184.0,360.0,1.0,Semiurban,Y
LP001540,Female,No,2,Graduate,No,4840,0.0,529.0,360.0,1.0,Rural,N
LP001541,Male,Yes,1,Graduate,No,1500,0.0,222.0,360.0,,Semiurban,N
LP001542,Male,No,2,Graduate,No,7050,0.0,175.0,360.0,1.0,Semiurban,Y
LP001543,Male,Yes,0,Graduate,No,5060,0.0,120.0,360.0,1.0,Urban,Y
LP001544,Male,Yes,0,Not Graduate,No,6032,0.0,600.0,360.0,1.0,Urban,N
LP001545,Male,No,0,Graduate,Yes,46898,4602.0,600.0,12.0,1.0,Urban,N
LP001546,Male,No,0,Graduate,No,1500,0.0,121.0,360.0,1.0,Urban,N
LP001547,Male,No,0,Graduate,No,12516,0.0,600.0,360.0,1.0,Urban,Y
LP001548,Male,No,2,Graduate,No,3742,1027.0,472.0,360.0,1.0,Urban,N
LP001549,Male,No,0,Graduate,No,5283,1840.0,425.0,360.0,1.0,Rural,Y
LP001550,Male,No,0,Graduate,No,4327,1784.0,171.0,360.0,0.0,Urban,N
LP001551,Female,No,,Not Graduate,No,3447,1000.0,553.0,360.0,1.0,Semiurban,N
LP001552,Male,No,0,Graduate,No,3159,0.0,360.0,360.0,1.0,Semiurban,Y
LP001553,Male,No,0,Not Graduate,No,5419,3211.0,600.0,360.0,1.0,Semiurban,Y
LP001554,Female,Yes,3+,Graduate,No,1789,1166.0,381.0,360.0,1.0,Semiurban,N
LP001555,Male,No,2,Graduate,No,6976,0.0,600.0,180.0,1.0,Urban,N
LP001556,Male,Yes,3+,Not Graduate,No,3464,1823.0,249.0,360.0,0.0,Urban,N
LP001557,Male,No,0,Graduate,No,2257,1559.0,,360.0,,Rural,Y
LP001558,Male,No,0,Graduate,No,3394,0.0,148.0,360.0,0.0,Rural,N
LP001559,Male,Yes,0,Graduate,No,9454,0.0,371.0,360.0,1.0,Urban,Y
LP001560,Male,No,0,Graduate,No,3225,0.0,377.0,360.0,1.0,Urban,Y
LP001561,Male,Yes,2,Graduate,No,5514,0.0,600.0,360.0,1.0,Rural,N
LP001562,Male,Yes,0,Graduate,,2868,0.0,449.0,360.0,1.0,Semiurban,N
LP001563,Male,No,,Graduate,No,7007,1000.0,600.0,360.0,1.0,Semiurban,Y
LP001564,Male,Yes,0,Graduate,No,6709,0.0,312.0,120.0,0.0,Semiurban,N
LP001565,Male,No,0,Graduate,No,13482,3961.0,596.0,360.0,1.0,Urban,Y
LP001566,Male,No,1,Graduate,,4002,9810.0,600.0,360.0,0.0,Semiurban,N
LP001567,Male,Yes,0,Graduate,No,6642,1000.0,600.0,360.0,1.0,Semiurban,Y
LP001568,Female,Yes,0,Graduate,No,4716,1712.0,600.0,360.0,,Urban,Y
LP001569,Male,Yes,0,Graduate,No,9677,0.0,600.0,360.0,1.0,Semiurban,Y
LP001570,Male,Yes,0,Graduate,No,2889,2062.0,596.0,360.0,1.0,Rural,N
LP001571,Male,No,2,Not Graduate,No,6953,1065.0,,360.0,0.0,Semiurban,N
LP001572,Male,Yes,2,Graduate,No,3956,4694.0,233.0,360.0,1.0,Urban,Y
LP001573,Male,Yes,3+,Graduate,No,4279,1000.0,600.0,360.0,1.0,Semiurban,Y
LP001574,Female,Yes,2,Graduate,No,4698,0.0,600.0,360.0,1.0,Semiurban,N
LP001575,Female,Yes,0,Graduate,Yes,5173,1115.0,364.0,360.0,1.0,Rural,N
LP001576,,No,1,Graduate,No,4147,0.0,467.0,360.0,,Semiurban,N
LP001577,Female,Yes,0,Not Graduate,Yes,5058,2323.0,483.0,360.0,1.0,Urban,N
LP001578,Male,No,0,Graduate,No,11462,1000.0,600.0,360.0,1.0,Rural,Y
LP001579,Male,Yes,2,Not Graduate,No,8032,0.0,223.0,360.0,1.0,Semiurban,N
LP001580,Male,No,0,Not Graduate,No,7491,1000.0,600.0,360.0,1.0,Urban,Y
LP001581,Female,Yes,3+,Not Graduate,No,3383,0.0,178.0,360.0,1.0,Semiurban,Y
LP001582,Male,Yes,0,Not Graduate,No,2608,0.0,307.0,360.0,1.0,Semiurban,N
LP001583,Male,No,1,Graduate,No,7888,1837.0,446.0,360.0,1.0,Semiurban,Y
LP001584,Male,Yes,1,Graduate,No,7522,1000.0,462.0,360.0,1.0,Urban,Y
LP001585,Male,No,2,Graduate,No,10760,1452.0,600.0,60.0,1.0,Semiurban,N
LP001586,Male,No,1,Graduate,Yes,3095,1496.0,600.0,360.0,1.0,Rural,N
LP001587,Male,Yes,1,Graduate,No,3874,1965.0,334.0,360.0,1.0,Rural,N
